genotype_id,gene_symbols,zygosity,expression_direction,genetic_background,primary_system,n_phenotype_terms,is_famous,eligible,phenotype_terms,pmids,direction,aging_terms,also_developmental
MGI:3704089,Mgrn1,homozygote,unknown,involves: 101/H * C3H/HeH,cardiovascular system,25,0,1,double outlet right ventricle|dextrocardia|mesocardia|muscle weakness|curly vibrissae|abnormal left-right axis patterning|hemorrhage|decreased litter size|thin myocardium|spongiform encephalopathy|situs inversus|left pulmonary isomerism|astrocytosis|right aortic arch|pericardial effusion|darkened coat color|congestive heart failure|brain vacuoles|pleural effusion|ventricular septal defect|atrial septal defect|abnormal heart and great artery attachment|abnormal coronary sinus morphology|abnormal left subclavian artery morphology|lung situs inversus,12560552|12560552|17075880|17075880,shortens,premature death,1
MGI:3704913,Dbt,multi-locus,decreased,involves: 129S1/Sv * 129X1/SvJ * C57BL/6J * FVB * NMRI,homeostasis/metabolism,2,0,1,abnormal circulating amino acid level|abnormal enzyme/coenzyme activity,16579849,shortens,premature death,0
MGI:3704920,Dbt,multi-locus,decreased,involves: 129S1/Sv * 129X1/SvJ * C57BL/6J * FVB * NMRI,homeostasis/metabolism,2,0,1,abnormal circulating amino acid level|abnormal enzyme/coenzyme activity,16579849,shortens,premature death,0
MGI:3706343,Cdkn1a,homozygote,decreased,involves: 129S2/SvPas * C57BL/6,immune system,34,1,1,"enlarged spleen|spleen hyperplasia|enlarged lymph nodes|decreased sensitivity to skin irradiation|increased cellular sensitivity to gamma-irradiation induced cell death|increased tumor incidence|increased B cell derived lymphoma incidence|increased T cell derived lymphoma incidence|increased carcinoma incidence|abnormal CD4-positive, alpha beta T cell morphology|glomerulonephritis|increased urine protein level|kidney failure|increased hemangiosarcoma incidence|abnormal thymus physiology|increased incidence of tumors by chemical induction|decreased incidence of tumors by ionizing radiation induction|increased anti-double stranded DNA antibody level|increased anti-nuclear antigen antibody level|increased anti-histone antibody level|increased spleen weight|abnormal self tolerance|increased B cell number|increased T cell proliferation|increased memory T cell number|lymph node hyperplasia|increased IgG1 level|enlarged cervical lymph nodes|increased lung carcinoma incidence|increased histiocytic sarcoma incidence|increased Leydig cell tumor incidence|increased urinary system tumor incidence|increased skin tumor incidence|increased sebaceous gland adenoma incidence",10514395|10655105|10655105|11507077|11507077|12466968,shortens,premature death|decreased mortality induced by ionizing radiation,0
MGI:3706574,Ctnnb1,heterozygote,none,involves: 129P2/OlaHsd * C57BL/6,immune system,59,0,1,growth retardation of molars|increased leukocyte cell number|increased granulocyte number|abnormal coat/ hair morphology|absent hair follicles|decreased hair follicle number|alopecia|domed cranium|gastrointestinal hemorrhage|abnormal small intestine morphology|abnormal foot pad morphology|kinked tail|abnormal sweat gland morphology|tremors|decreased body size|sparse vibrissae|dry eyes|hunched posture|abnormal coat appearance|impaired balance|increased inflammatory response|increased susceptibility to otitis media|conjunctivitis|decreased litter size|deafness|blindness|abnormal hair growth|abnormal eye morphology|abnormal cervical lymph node morphology|abnormal macrophage physiology|absent Peyer's patches|early eyelid opening|abnormal intestine goblet cell morphology|abnormal hair follicle development|increased hepatocyte apoptosis|liver hemorrhage|abnormal nitric oxide homeostasis|short incisors|increased susceptibility to parasitic infection|lethargy|narrow eye opening|abnormal cornea stroma morphology|growth retardation of incisors|abnormal cornea epithelium morphology|absent Meibomian glands|small molars|decreased Peyer's patch number|small Peyer's patches|abnormal peripheral lymph node morphology|absent peripheral lymph nodes|small brachial lymph nodes|small axillary lymph nodes|absent popliteal lymph nodes|abnormal vibrissa follicle morphology|increased hair follicle apoptosis|Harderian gland atrophy|keratoconjunctivitis sicca|abnormal eyelid margin morphology|misaligned incisors,11585809,shortens,premature death,1
MGI:3706704,Cacna1a,homozygote,unknown,either: C3.B6-Cacna1a<Wb> or (involves: C3H/HeJ * C57BL/6J),behavior/neurological,9,0,1,thin cerebellar molecular layer|decreased body size|ataxia|impaired coordination|impaired righting response|dystonia|decreased grip strength|cerebellum atrophy|impaired fine motor coordination,17376154,shortens,premature death,0
MGI:3706809,26Sor,multi-locus,none,involves: 129P2/OlaHsd * BALB/c * C57BL/6 * CBA,hematopoietic system,12,0,1,abnormal bone marrow cell number|decreased leukocyte cell number|decreased granulocyte number|anemia|impaired myelopoiesis|thymus hypoplasia|arrested T cell differentiation|abnormal proerythroblast morphology|decreased hemoglobin content|decreased erythrocyte cell number|thrombocytopenia|decreased double-negative T cell number,16951689,shortens,premature death,0
MGI:3706814,Foxo1,multi-locus,none,involves: 129S1/Sv * C57BL/6 * CBA * FVB/N,neoplasm,1,1,1,increased hemangioma incidence,17254969,shortens,premature death,0
MGI:3706815,Flnb,homozygote,decreased,involves: 129P2/OlaHsd * C57BL/6,skeleton,17,0,1,decreased bone mineral density|kyphoscoliosis|decreased compact bone thickness|abnormal angiogenesis|decreased body weight|abnormal posture|abnormal motor capabilities/coordination/movement|short tibia|abnormal artery development|vertebral fusion|absent intervertebral disk|abnormal vertebral column morphology|abnormal brain vasculature morphology|abnormal cell physiology|abnormal hyaline cartilage morphology|decreased fibroblast cell migration|abnormal middle cerebral artery morphology,17360453,shortens,premature death,1
MGI:3706818,Foxo1|Foxo4,multi-locus,none,involves: 129S6/SvEvTac * C57BL/6 * CBA * FVB/N,neoplasm,4,1,1,increased hepatic hemangioma incidence|increased hemangioma incidence|increased hemangiosarcoma incidence|increased hamartoma incidence,17254969,shortens,premature death,0
MGI:3706821,Npr3,homozygote,unknown,DBA/2J,skeleton,12,0,1,abnormal adipose tissue morphology|abnormal abdominal fat pad morphology|abnormal adipose tissue distribution|abnormal vertebrae morphology|kyphosis|kinked tail|abnormal skeleton development|abnormal axial skeleton morphology|abnormal caudal vertebrae morphology|abnormal sacral vertebrae morphology|abnormal thoracic cage morphology|arachnodactyly,10468599,shortens,premature death,0
MGI:3706822,Foxo1|Foxo3|Foxo4,multi-locus,none,involves: 129S6/SvEvTac * C57BL/6 * CBA * FVB/N,neoplasm,4,1,1,increased T cell derived lymphoma incidence|increased hemangioma incidence|increased hemangiosarcoma incidence|increased hamartoma incidence,17254969,shortens,premature death,0
MGI:3706857,Foxo1|Foxo3,multi-locus,none,involves: 129S1/Sv * 129S6/SvEvTac * C57BL/6 * CBA * FVB/N,neoplasm,5,1,1,abnormal blood vessel morphology|increased tumor incidence|increased hepatic hemangioma incidence|increased hemangioma incidence|increased hemangiosarcoma incidence,17254969,shortens,premature death,0
MGI:3706956,Npc1,homozygote,unknown,involves: 129S2/SvPas * BALB/c * C57BL/6,,0,0,1,,17314284,shortens,premature death,0
MGI:3706959,Wwox,homozygote,decreased,involves: 129X1/SvJ * C57BL/6,neoplasm,1,0,1,increased osteosarcoma incidence,17360458,shortens,premature death,0
MGI:3706987,Tlr2,homozygote,decreased,B6.129-Tlr2<tm1Kir>,homeostasis/metabolism,34,0,1,abnormal enterocyte morphology|abnormal intestinal epithelium morphology|weight loss|colonic necrosis|increased carcinoma incidence|increased colon adenoma incidence|abnormal glucose homeostasis|decreased susceptibility to hepatic steatosis|decreased circulating insulin level|increased insulin sensitivity|abnormal cytokine secretion|increased insulin secretion|decreased neuron apoptosis|rectal hemorrhage|decreased susceptibility to kidney reperfusion injury|abnormal large intestine crypts of Lieberkuhn morphology|increased energy expenditure|improved glucose tolerance|decreased angiogenesis|decreased circulating leptin level|decreased cerebral infarct size|brain ischemia|increased susceptibility to induced colitis|decreased circulating tumor necrosis factor level|decreased tumor necrosis factor secretion|decreased interleukin-1 beta secretion|decreased interleukin-6 secretion|decreased fat cell size|decreased gonadal fat pad weight|decreased splenocyte proliferation|abnormal cellular extravasation|increased gastrointestinal tumor incidence|increased food intake|increased adipocyte glucose uptake,16547271|17353199|17408640|17408640|20885960|17475853|17693552|19401158|20407745|20708624|20885960,shortens,premature death|decreased susceptibility to bacterial infection induced morbidity/mortality,0
MGI:3706988,Tlr2|Tlr4,multi-locus,decreased,C3.Cg-Tlr2<tm1Kir> Tlr4<Lps-d>,hematopoietic system,1,0,1,abnormal macrophage physiology,17353199,protective,decreased susceptibility to induced morbidity/mortality,0
MGI:3706990,Tlr4,homozygote,unknown,C3H/HeJ-Tlr4<Lps-d>,homeostasis/metabolism,53,0,1,increased bone mineral density|abnormal circulating glucose level|abnormal hepatocyte morphology|abnormal liver physiology|decreased body weight|decreased body size|abnormal locomotor behavior|abnormal motor coordination/balance|abnormal lipid level|focal hepatic necrosis|abnormal susceptibility to infection|liver inflammation|lung inflammation|abnormal glucose homeostasis|abnormal respiratory system morphology|abnormal respiratory system physiology|abnormal pulmonary alveolus morphology|decreased circulating insulin level|decreased neuron apoptosis|rectal hemorrhage|abnormal nervous system morphology|abnormal microglial cell physiology|pulmonary edema|abnormal myelin sheath morphology|abnormal gas homeostasis|enlarged lung|increased adiponectin level|abnormal spleen weight|abnormal fatty acids level|increased oxygen consumption|improved glucose tolerance|decreased percent body fat/body weight|decreased body temperature|increased bone mass|abnormal circulating leptin level|decreased cerebral infarct size|decreased susceptibility to ischemic brain injury|abnormal phagocyte morphology|increased circulating interleukin-6 level|abnormal cytokine level|abnormal interleukin level|abnormal tumor necrosis factor level|decreased hepatocyte apoptosis|decreased fat cell size|decreased epididymal fat pad weight|decreased liver triglyceride level|decreased susceptibility to bone fracture|increased bone mineral content|decreased susceptibility to weight loss|decreased respiratory quotient|abnormal macrophage chemotaxis|dilated pulmonary alveolar duct|abnormal skeletal muscle cell glucose uptake,15208271|15731076|15795240|15879150|16118350|17053835|17188246|17188246|17693552|17353199|17403033|17519423|17693552|17767165|18802464|8982246,protective,decreased susceptibility to induced morbidity/mortality,0
MGI:3706991,Tnfrsf1a,homozygote,decreased,involves: 129S2/SvPas,immune system,10,0,1,increased bone mineral density|decreased IgG level|abnormal spleen germinal center morphology|decreased susceptibility to bacterial infection|impaired skin barrier function|abnormal response/metabolism to endogenous compounds|increased circulating tumor necrosis factor level|decreased circulating interleukin-6 level|increased sensitivity to induced cell death|impaired humoral immune response,10606630|17266397|17353199|8387893|18641654|18641654|23676465|8387893|18719121|23676465,protective,decreased susceptibility to induced morbidity/mortality,0
MGI:3706992,Tlr4,homozygote,decreased,B6.129P2-Tlr4<tm1Aki>,renal/urinary system,17,0,1,abnormal respiratory system morphology|abnormal respiratory system physiology|abnormal pulmonary alveolus morphology|abnormal pulmonary alveolar duct morphology|abnormal airway responsiveness|abnormal renal tubule morphology|dilated renal tubule|abnormal pulmonary elastic fiber morphology|abnormal nephron morphology|decreased susceptibility to kidney reperfusion injury|renal tubular necrosis|decreased incidence of tumors by chemical induction|enlarged lung|abnormal renal tubule epithelium morphology|increased lung compliance|abnormal proximal convoluted tubule brush border morphology|renal cast,17053835|17353199|17626835|18054559|18974879,protective,decreased susceptibility to induced morbidity/mortality,0
MGI:3706993,Tlr2|Tlr4,multi-locus,decreased,B6.129-Tlr2<tm1Kir> Tlr4<tm1Aki>,,0,0,1,,17353199,protective,decreased susceptibility to induced morbidity/mortality,0
MGI:3707316,Trim54,homozygote,decreased,B6.Cg-Trim54<tm1Eno>,cardiovascular system,11,0,1,abnormal heart morphology|cardiac hypertrophy|hemorrhage|dilated cardiomyopathy|abnormal cardiac muscle contractility|increased cardiomyocyte apoptosis|abnormal heart left ventricle morphology|abnormal sarcomere morphology|myocardial fiber degeneration|lethargy|decreased heart left ventricle posterior wall thickness,17360532,shortens,premature death,0
MGI:3707331,Tusc2,homozygote,decreased,involves: 129S1/Sv * C57BL/6J,immune system,20,0,1,increased leukocyte cell number|decreased body weight|vascular inflammation|abnormal tumor incidence|glomerulonephritis|decreased erythrocyte cell number|increased hemangioma incidence|increased hemangiosarcoma incidence|increased squamous cell carcinoma incidence|increased anti-nuclear antigen antibody level|abnormal renal glomerulus morphology|increased susceptibility to autoimmune disorder|decreased NK cell number|abnormal NK cell differentiation|decreased interleukin-15 secretion|arteritis|renal cast|abnormal glomerular capillary thrombosis|increased lymphoma incidence|adipose tissue necrosis,17318811,shortens,premature death,0
MGI:3707332,Tusc2,heterozygote,decreased,involves: 129S1/Sv * C57BL/6J,neoplasm,15,0,1,vascular inflammation|abnormal tumor incidence|increased leukemia incidence|glomerulonephritis|decreased erythrocyte cell number|increased hemangioma incidence|increased hemangiosarcoma incidence|increased anti-nuclear antigen antibody level|abnormal renal glomerulus morphology|increased susceptibility to autoimmune disorder|arteritis|renal cast|abnormal glomerular capillary thrombosis|increased lymphoma incidence|adipose tissue necrosis,17318811,shortens,premature death,0
